Series Code,Topic,Dataset,Indicator Name,Short definition,Long definition,Unit of measure,Periodicity,Reference period,Aggregation method,Limitations and exceptions,General comments,Source,Statistical concept and methodology,Development relevance
WP14926.2.10,2014 Variables,Global Findex,"Coming up with emergency funds: somewhat possible, rural (% age 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is somewhat possible for them to come up with 1/20 of GNI per capita in local currency within the next month (rural, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is somewhat possible for them to come up with 1/20 of GNI per capita in local currency within the next month (rural, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.2.7,2014 Variables,Global Findex,"Coming up with emergency funds: somewhat possible, secondary education or more (% ages 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is somewhat possible for them to come up with 1/20 of GNI per capita in local currency within the next month (secondary education or more, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is somewhat possible for them to come up with 1/20 of GNI per capita in local currency within the next month (secondary education or more, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.2.4,2014 Variables,Global Findex,"Coming up with emergency funds: somewhat possible, young adults (% ages 15-24) [w2]",Denotes the percentage of respondents who report that in case of an emergency it is somewhat possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% ages 15-24). [w2: data are available for wave 2].,Denotes the percentage of respondents who report that in case of an emergency it is somewhat possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% ages 15-24). [w2: data are available for wave 2].,Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.1.1,2014 Variables,Global Findex,Coming up with emergency funds: very possible (% age 15+) [w2],Denotes the percentage of respondents who report that in case of an emergency it is very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% age 15+). [w2: data are available for wave 2].,Denotes the percentage of respondents who report that in case of an emergency it is very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% age 15+). [w2: data are available for wave 2].,Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.1.3,2014 Variables,Global Findex,"Coming up with emergency funds: very possible, female (% age 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (female, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (female, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.1.8,2014 Variables,Global Findex,"Coming up with emergency funds: very possible, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (income, poorest 40%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.1.9,2014 Variables,Global Findex,"Coming up with emergency funds: very possible, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (income, richest 60%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.1.2,2014 Variables,Global Findex,"Coming up with emergency funds: very possible, male (% age 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (male, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (male, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.1.5,2014 Variables,Global Findex,"Coming up with emergency funds: very possible, older adults (% ages 25+) [w2]",Denotes the percentage of respondents who report that in case of an emergency it is very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% age 25+). [w2: data are available for wave 2].,Denotes the percentage of respondents who report that in case of an emergency it is very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% age 25+). [w2: data are available for wave 2].,Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.1.6,2014 Variables,Global Findex,"Coming up with emergency funds: very possible, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (primary education or less, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (primary education or less, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
